taxon	int_1	int_2	int_3	int_4	int_5
t1	0	0	0	0	1
t2	0	0	0	1	0
t3	0	0	0	1	1
t4	0	0	0	1	0
t5	0	0	0	1	1
t6	0	0	1	1	0
t7	0	0	0	1	1
t8	0	0	0	1	1
t9	0	1	1	1	0
t10	0	0	0	1	0
t11	1	1	1	1	0
t12	0	0	0	1	0
t13	1	1	1	0	0
t14	0	0	1	1	0
t15	1	1	0	1	0
t16	0	0	0	1	0
t18	0	0	0	1	0
t20	0	0	1	0	0
t22	1	0	0	0	0
t23	1	1	0	0	0
t24	1	1	0	0	0
t25	1	1	0	0	0
t26	1	0	0	0	0
t30	0	1	0	0	0
t31	1	0	0	0	0
t32	1	0	0	0	0
t35	1	1	0	0	0
t37	1	0	0	0	0
t38	1	0	0	0	0
t39	1	0	0	0	0
t40	1	1	1	1	0
t41	0	0	1	1	0
t42	0	0	1	0	0
t44	1	1	0	0	0
t47	1	0	0	0	0
t48	1	0	0	0	0
t50	1	0	0	0	0
t51	1	0	0	0	0
t52	1	0	0	0	0
t53	0	1	0	0	0
t54	1	0	0	0	0
t55	1	0	0	0	0
t56	1	0	0	0	0
t57	1	0	0	0	0
t58	1	0	0	0	0
t60	1	0	0	0	0
t61	1	0	0	0	0
t62	1	0	0	0	0
t65	1	0	0	0	0
t67	0	0	0	1	0
t68	0	1	1	0	0
t69	1	1	0	0	0
t70	0	0	1	0	0
t71	1	0	0	0	0
t72	1	0	0	0	0
t73	1	0	0	0	0
t75	1	0	0	0	0
t76	1	0	0	0	0
t77	1	0	0	0	0
t79	1	0	0	0	0
t80	1	0	0	0	0
t81	1	0	0	0	0
t82	1	0	0	0	0
t83	1	0	0	0	0
t84	1	0	0	0	0
t86	1	0	0	0	0
t87	1	0	0	0	0
t88	0	1	0	0	0
t90	1	0	0	0	0
t93	1	0	0	0	0
t94	1	0	0	0	0
t95	1	1	0	0	0
t96	1	0	0	0	0
t97	1	1	0	0	0
t98	1	0	0	0	0
t99	1	0	0	0	0
t103	1	0	0	0	0
t104	1	0	0	0	0
t109	1	0	0	0	0
t110	1	0	0	0	0
t112	1	0	0	0	0
t115	1	0	0	0	0
t117	1	0	0	0	0
t118	1	0	0	0	0
t119	1	1	0	0	0
t120	0	1	0	0	0
t122	1	0	0	0	0
t124	1	0	0	0	0
t128	1	0	0	0	0
t130	1	0	0	0	0
t131	1	0	0	0	0
t132	1	0	0	0	0
t133	1	0	0	0	0
t135	1	0	0	0	0
t136	1	0	0	0	0
t137	1	0	0	0	0
t138	1	0	0	0	0
t141	1	0	0	0	0
t145	1	0	0	0	0
t146	1	0	0	0	0
t149	1	0	0	0	0
t153	1	0	0	0	0
t155	1	0	0	0	0
t156	1	0	0	0	0
t163	1	0	0	0	0
t164	1	0	0	0	0
t165	1	0	0	0	0
t166	1	0	0	0	0
t167	1	1	0	0	0
t169	1	0	0	0	0
t170	1	0	0	0	0
t171	1	0	0	0	0
t172	1	0	0	0	0
t173	1	0	0	0	0
t174	1	0	0	0	0
t178	1	0	0	0	0
t180	1	0	0	0	0
t181	1	0	0	0	0
t183	1	0	0	0	0
t185	1	0	0	0	0
t186	1	0	0	0	0
t187	1	0	0	0	0
t191	1	0	0	0	0
t192	1	0	0	0	0
t194	1	0	0	0	0
t196	1	0	0	0	0
t197	1	0	0	0	0
t198	1	0	0	0	0
t199	1	0	0	0	0
t201	1	0	0	0	0
t202	1	0	0	0	0
t206	1	0	0	0	0
t209	1	0	0	0	0
t210	1	0	0	0	0
t216	1	0	0	0	0
t217	1	0	0	0	0
t218	1	0	0	0	0
t219	1	0	0	0	0
t220	1	0	0	0	0
t221	1	0	0	0	0
t222	1	0	0	0	0
t225	1	0	0	0	0
t226	1	0	0	0	0
t227	1	0	0	0	0
t229	1	0	0	0	0
t230	1	0	0	0	0
t233	1	0	0	0	0
t234	1	0	0	0	0
t238	1	0	0	0	0
t239	1	0	0	0	0
t244	1	0	0	0	0
t246	1	0	0	0	0
t249	1	0	0	0	0
t250	1	0	0	0	0
t251	1	0	0	0	0
t252	1	0	0	0	0
t259	1	0	0	0	0
t261	1	0	0	0	0
t262	1	0	0	0	0
t264	1	0	0	0	0
t276	1	0	0	0	0
t279	1	0	0	0	0
t284	1	0	0	0	0
t287	1	0	0	0	0
t290	1	0	0	0	0
